ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Description,gif file names,video files
1868,Barbell Low Bar Squat with Rack,Strength,Thighs,Barbell,Male,,,"1. Begin by setting up the barbell at a low position on a squat rack. Make sure the bar is secure and properly aligned with your midline.

2. Stand facing the barbell with your feet slightly wider than shoulder-width apart. Position your feet so that they are pointing slightly outward.

3. Approach the bar and position yourself underneath it, ensuring your upper back is in contact with the barbell.

4. Grasp the barbell with a wide and overhand grip, slightly wider than shoulder-width apart. Your hands should be positioned on the bar in a way that allows your wrists to remain neutral throughout the movement.

5. Once you have a secure grip on the barbell, unrack it by fully extending your hips and knees. Step back slightly to clear the squat rack and take a moment to find your balance.

6. Begin the squat by bending your hips and knees simultaneously, lowering your body down towards the floor. Keep your chest up and your back straight as you descend, ensuring your knees track over your toes.

7. Go as low as your flexibility allows or until your thighs are parallel to the floor. Pause briefly at the bottom of the movement.

8. Drive through your heels and extend your hips and knees to return to the starting position. Keep your core engaged and maintain proper form throughout the entire movement.

Remember to start with a lighter weight and gradually increase as you become more comfortable with the exercise. Always prioritize safety and proper form to maximize the benefits of the exercise.",18681301-Barbell-Low-Bar-Squat-with-Rack_Thighs_180.webp,18681201-Barbell-Low-Bar-Squat-with-Rack_Thighs_.mp4
1869,Lever Seated Hip Abduction (VERSION 2),Strength,Hips,Leverage machine,Male,,,"1. Sit on the lever seated hip abduction machine with your back against the backrest and your feet flat on the footrests.

2. Adjust the footrests so that they are positioned comfortably against the inside of your thighs.

3. Place your hands on the side handles of the machine to provide stability.

4. Begin the exercise by pushing your legs outward against the footrests, opening your legs in a controlled motion.

5. Continue pushing until you reach a comfortable range of motion, making sure to keep your knees and feet pointing forward.

6. Slowly return to the starting position by bringing your legs back together, resisting the weight of the machine as you close your legs.

Remember to always consult a professional trainer or instructor before attempting any exercise to ensure correct form and prevent injury.",18691301-Lever-Seated-Hip-Abduction-(VERSION-2)_Hips_180.webp,
1870,Lever Lateral Pulldown (plate loaded),Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Sit down on the Lever Lateral Pulldown machine and adjust the seat height so that your feet are flat on the floor.

2. Grasp the handles with an overhand grip, extending your arms fully and ensuring that your hands are slightly wider than shoulder-width apart.

3. Keep your back straight and engage your core muscles. Lean slightly back, maintaining a slight bend in your elbows throughout the exercise.

4. In a smooth, controlled motion, pull the handles down towards your chest by squeezing your shoulder blades together. Focus on using your back muscles to initiate the movement.

5. Once the handles reach your chest, pause briefly and then slowly reverse the motion, allowing the handles to rise back up to the starting position.

6. Repeat the exercise for the desired number of repetitions, maintaining proper form throughout the movement.

Remember to start with a weight that allows you to perform the exercise with proper form and gradually increase the resistance as you become more comfortable and stronger. Also, always consult with a fitness professional or trainer to ensure you are using correct technique to avoid injuries.",18701301-Lever-Lateral-Pulldown-(plate-loaded)_Back_180.webp,18701201-Lever-Lateral-Pulldown-(plate-loaded)_Back.mp4
1871,Lever Triceps Dip (plate loaded),Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","1. Sit on the lever triceps dip machine, ensuring that your back is against the backrest and your feet are planted firmly on the footplate.

2. Grasp the handles of the machine with an overhand grip, making sure your hands are shoulder-width apart and your elbows are slightly bent.

3. Engage your core muscles and slowly straighten your arms, using the strength of your triceps to push the handles down towards your sides.

4. Pause briefly at the bottom of the movement, feeling a stretch in your triceps, and then slowly return to the starting position by bending your elbows.

5. Repeat the movement for the desired number of repetitions, keeping your body still and focusing on engaging your triceps throughout the exercise.

Remember to adjust the weight of the machine according to your strength level and always consult a fitness professional to ensure proper form and technique. Keep in mind that individual results and abilities may vary.",18711301-Lever-Triceps-Dip-(plate-loaded)_Upper-Arms_180.webp,18711201-Lever-Triceps-Dip-(plate-loaded)_Upper-Arms-FIX_.mp4
1872,Lever Preacher Curl (plate loaded),Strength,Upper Arms,Leverage machine,Male,Brachialis,"Biceps Brachii, Brachioradialis","1. Sit on the preacher curl bench with your feet flat on the floor and your knees at a 90-degree angle.

2. Place your upper arms against the preacher pad and grab the lever handles with an underhand grip, keeping your palms facing upward.

3. Slowly lower the lever handles towards your forearms, allowing your biceps to stretch as you maintain control throughout the movement.

4. Once your biceps are fully stretched, use the strength in your arms to curl the lever handles upwards, while exhaling.

5. Continue to curl until the handles are close to your shoulders, squeezing your biceps at the top of the movement.",18721301-Lever-Preacher-Curl-(plate-loaded)_Upper-Arms_180.webp,18721201-Lever-Preacher-Curl-(plate-loaded)_Upper-Arms.mp4
1873,Lever Leg Extension (plate loaded),Strength,Thighs,Leverage machine,Male,,,"1. Begin by sitting on the lever leg extension machine, adjusting the seat and backrest to a comfortable position.

2. Place your feet under the footpads with your toes pointing forward and your knees bent at a 90-degree angle.

3. Grasp the handles on the sides of the seat for stability and support.

4. Using your quadriceps muscles, straighten your legs by pushing against the footpads until your knees are almost fully extended but not locked.

5. Slowly lower the weight back down by bending your knees and returning to the starting position.

6. Repeat the exercise for the desired number of repetitions as per your workout plan.",18731301-Lever-Leg-Extension-(plate-loaded)_Thighs_180.webp,
1874,Lever Alternate Leg Extension (plate loaded),Strength,Thighs,Leverage machine,Male,Quadriceps,,"1. Begin by sitting on the lever alternate leg extension machine with your back against the seat and the padded roller resting on your thighs.

2. Place your feet on the footrests provided and grip the handles on the sides of the machine for support.

3. Ensure that your upper body remains stationary throughout the exercise, and engage your core muscles to stabilize yourself.

4. Slowly extend one leg forward by straightening your knee while exhaling. Keep your foot flexed throughout the movement.

5. Pause for a brief moment when your leg is fully extended, feeling the tension in your quadriceps (front thigh muscles).

6. Slowly return your leg back to the starting position while inhaling, and then repeat the same movement with the opposite leg.

Remember to maintain a controlled and smooth motion, avoiding any jerking or momentum. This exercise primarily targets your quadriceps, and it is important to focus on proper form to avoid injury and maximize the effectiveness of the workout. Make sure to consult with a fitness professional or trainer if you are unsure about the correct execution of this exercise.",18741301-Lever-Alternate-Leg-Extension-(plate-loaded)_Thighs_180.webp,18741201-Lever-Alternate-Leg-Extension-(plate-loaded)_Thigh.mp4
1875,Lever Squat (plate loaded),Strength,Thighs,Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus","1. Position yourself correctly: Stand with your feet shoulder-width apart and your toes pointed slightly outward. Place the barbell across your upper back and shoulders, resting it on your trapezius muscles.

2. Engage your core: Take a deep breath in and brace your core by pulling your belly button in towards your spine. This will help stabilize your spine throughout the movement.

3. Begin the descent: Initiate the movement by pushing your hips back and bending your knees. Lower yourself into a squatting position, ensuring that your knees track in line with your toes.

4. Reach proper depth: Continue descending until your thighs are parallel to the floor or slightly below. Maintain a straight back and avoid rounding your shoulders during this phase.

5. Ascend from the squat: Drive through your heels and extend your hips and knees simultaneously. Push the floor away from you and rise back up to the starting position.

6. Repeat the exercise: Complete the desired number of repetitions, maintaining proper form and control throughout each squat.",18751301-Lever-Squat-(plate-loaded)_Thighs_180.webp,18751201-Lever-Squat-(plate-loaded)_Thighs.mp4
1876,Lever Lateral Raise (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior","1. Start by standing with your feet shoulder-width apart and your knees slightly bent.

2. Hold a plate loaded lever raise machine with both hands, gripping the handles firmly.

3. Keep your core engaged and your back straight as you lift the machine up and away from your body, lifting your arms out to the sides.

4. Continue to lift until your arms are parallel to the floor, or until you feel a stretch in your shoulder muscles.

5. Hold this position for a brief moment, then slowly lower the machine back to the starting position, controlling the movement.

6. Repeat the exercise for the desired number of repetitions, maintaining proper form and control throughout.",18761301-Lever-Lateral-Raise-(plate-loaded)_Shoulders_180.webp,18761201-Lever-Lateral-Raise-(plate-loaded)_Shoulders.mp4
1992,Sled Full Hack Squat,Strength,Thighs,Sled machine,Male,,,"1. Load the sled with an appropriate amount of weight to challenge your leg muscles.

2. Stand with your feet hip-width apart, facing the sled. Position yourself so that your shoulders and upper back are against the padded support of the sled.

3. Grip the handles of the sled firmly with an overhand grip, keeping your elbows bent and your arms parallel to the floor.

4. Slowly lower your body by bending at the knees and hips, while keeping your back straight and your chest up. Lower until your thighs are parallel to the ground or as low as your flexibility allows.

5. Push through your legs and return to the starting position by extending your knees while keeping your core engaged. Avoid locking out your knees at the top of the movement.

6. Repeat the movement for the desired number of repetitions, focusing on maintaining proper form and control throughout the exercise.

Remember to consult with a certified fitness professional before attempting any new exercise, and always listen to your body to prevent injury.",19921301-Sled-Full-Hack-Squat_Thighs_180.webp,19921201-Sled-Full-Hack-Squat_Thighs_.mp4
2072,Hip Thrusts,Strength,Hips,Body weight,Male,,,"1. Begin by sitting on the ground with your back against a sturdy bench or box and your knees bent at a 90-degree angle. Place a padded barbell or a heavy resistance band across your upper thighs.

2. Plant your feet firmly on the ground, hip-width apart, with your toes pointed slightly outward. Keep your arms relaxed on the sides.

3. Engage your core and squeeze your glutes as you lift your hips off the ground, pressing through your heels. Your upper body should be in a straight line from your knees to your shoulders.

4. Pause for a moment at the top of the movement, making sure to fully contract your glutes, and then slowly lower your hips back to the starting position.

5. Repeat the exercise for the recommended number of repetitions, focusing on maintaining proper form and control throughout the movement.",20721301-Hip-Thrusts_Hips-FIX_180.webp,20721201-Hip-Thrusts_Hips_.mp4
2137,Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii","1. Begin by sitting on a bench or chair with your back straight and feet flat on the ground.

2. Hold a dumbbell in each hand with your palms facing towards your body and your elbows bent at a 90-degree angle, creating a starting position similar to the traditional dumbbell shoulder press.

3. Inhale as you slowly raise the dumbbells towards your shoulders, rotating your forearms so that your palms face forward at the top of the movement.

4. Exhale as you press the dumbbells upwards, extending your arms straight while keeping your palms facing forward.

5. Once at the top, inhale as you slowly lower the dumbbells back to the starting position by reversing the movement, rotating your forearms back to the original position with your palms facing towards your body.

6. Repeat the exercise for the desired number of repetitions, maintaining control and proper form throughout the entire motion.

Note: This description assumes that the user is familiar with basic dumbbell exercises and their form. It is always recommended to consult a professional trainer or exercise specialist before attempting any new exercises to ensure correct technique and avoid injury.",21371301-Dumbbell-Arnold-Press_Shoulders_180.webp,21371201-Dumbbell-Arnold-Press_Shoulders.mp4
2138,Stationary Bike Run (version 3),Aerobic,Thighs,Leverage machine,Male,,,"1. Sit on the stationary bike and adjust the seat height and distance from the handlebars to ensure a comfortable position.

2. Begin pedaling at a moderate pace to warm up your muscles.

3. Increase the resistance on the bike to a challenging level that will make you work harder.

4. Stand up on the pedals and continue pedaling while maintaining a good posture and engaging your core.

5. Alternate between sitting and standing every 30 seconds to 1 minute, keeping a consistent pedaling rhythm.

6. Focus on pushing through your legs and using your glutes to generate power during the standing intervals.

7. Continue this alternating pattern for the specified duration or until you reach your desired workout intensity.

8. Slow down your pedaling gradually as you near the end of the exercise to cool down your body.",21381301-Stationary-Bike-Run-(version-3)_Cardio_180.webp,
2144,Cable Seated Chest Press,Strength,Chest,Cable,Male,,,"1. Sit down on the seated chest press machine and adjust the seat height and backrest to a comfortable position.

2. Grasp the handles of the cable machine, keeping your elbows bent and close to your sides.

3. Push the handles forward, extending your arms fully while exhaling. Keep your back and feet firmly positioned on the machine.

4. Pause for a moment at the end position, feeling the contraction in your chest muscles.

5. Slowly release the tension by pulling the cables back towards your body, bending your elbows and inhaling.

6. Repeat the movement for the desired number of repetitions, ensuring your form and technique are maintained throughout the exercise.",21441301-Cable-Seated-Chest-Press_Chest_180.webp,
2186,EZ Barbell Decline Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,,"1. Lie on a decline bench with your feet securely placed at the end of the bench, ensuring a stable position.

2. Hold an EZ barbell with an overhand grip, making sure that your hands are shoulder-width apart.

3. Extend your arms fully and lift the barbell over your chest, keeping your elbows slightly bent throughout the movement.

4. Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows, ensuring that only your forearms are moving.

5. Pause briefly when the barbell is close to your forehead, and then slowly extend your elbows to raise the barbell back to the starting position.

6. Repeat the movement for the desired number of repetitions, making sure to maintain proper form and control throughout the exercise.",21861301-EZ-Barbell-Decline-Triceps-Extension_Upper-Arms_180.webp,21861201-EZ-Barbell-Decline-Triceps-Extension_Upper-Arms.mp4
2187,Barbell Reverse Close-grip Bench Press,Strength,Upper Arms,Barbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","1. Lie down on a bench with your feet flat on the ground and your back pressed against the bench.

2. Grasp the barbell with a reverse close-grip, around shoulder-width apart, using an overhand grip.

3. Lift the barbell off the rack and hold it directly above your chest, with your arms fully extended.

4. Slowly lower the barbell towards your chest, while keeping your elbows close to your body and your shoulder blades squeezed together.

5. Pause for a brief moment when the barbell touches your chest, then exhale and push the barbell back up to the starting position, fully extending your arms.

6. Repeat the exercise for the desired number of repetitions, maintaining proper form throughout the entire movement.",21871301-Barbell-Reverse-Close-grip-Bench-Press_Upper-Arms_180.webp,21871201-Barbell-Reverse-Close-grip-Bench-Press_Upper-Arms.mp4
2188,Dumbbell Seated Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,"1. Sit on a bench with your back straight and hold a dumbbell in both hands, with your palms facing upward.

2. Begin by lifting the dumbbell overhead until your arms are fully extended.

3. Keeping your upper arms stationary, slowly lower the dumbbell behind your head by bending your elbows.

4. Make sure to keep your elbows close to your head and engage your triceps muscles throughout the movement.

5. Once you feel a stretch in your triceps, pause for a moment, and then return to the starting position by straightening your arms.

6. Repeat the exercise for the desired number of repetitions, focusing on maintaining proper form and control throughout.",21881301-Dumbbell-Seated-Triceps-Extension_Upper-Arms_180.webp,21881201-Dumbbell-Seated-Triceps-Extension_Upper-Arms.mp4
2189,Dumbbells Seated Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,"1. Sit on a flat bench with your back straight and your feet flat on the ground.

2. Hold a dumbbell (weighing whatever you're comfortable with) in each hand, keeping your palms facing inwards and your arms extended straight up. This is your starting position.

3. Slowly lower the dumbbells by bending your elbows until they are just above your shoulders. Keep your upper arms stationary and close to your head throughout the movement.

4. Once you have reached the bottom position, pause for a brief moment, then raise the dumbbells back up to the starting position by extending your arms.

5. As you extend your arms, avoid locking your elbows and maintain control of the weights. Remember to breathe out during this phase of the exercise.

6. Repeat the movement for your desired number of repetitions, ensuring a smooth and controlled motion throughout.",21891301-Dumbbells-Seated-Triceps-Extension_Upper-Arms_180.webp,21891201-Dumbbells-Seated-Triceps-Extension_Upper-Arms_.mp4
2267,Lever Seated Leg Press,Strength,"Hips, Thighs",Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus","1. Start by sitting on the leg press machine with your back resting against the padded backrest.

2. Position your feet shoulder-width apart on the footplate, ensuring that your knees are aligned with your toes and pointing in the same direction.

3. Engage your core muscles by bracing your abdomen and lower back.

4. Slowly push the footplate away from your body by straightening your legs, while maintaining the alignment of your knees and toes.

5. Pause for a moment at the fully extended position, then return to the starting position by bending your knees and lowering the footplate back towards your body.

Remember to adjust the weight on the machine according to your fitness level and gradually increase it as you get stronger. Additionally, ensure that you are using proper form throughout the exercise to avoid any injuries and maximize the benefits.",22671301-Lever-Seated-Leg-Press_Thighs_180.webp,22671201-Lever-Seated-Leg-Press_Thighs.mp4
2276,Lever Lying Crunch,Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,"1. Lie flat on your back on a mat or a comfortable surface.

2. Extend your legs straight out in front of you.

3. Bend your elbows and place your hands behind your head, with your fingers lightly supporting your neck.

4. Engage your core muscles by gently lifting your shoulder blades off the ground, while keeping your lower back in contact with the mat.

5. Slowly lower your upper back and shoulder blades back down to the starting position, maintaining control throughout the movement.

Remember to perform each repetition with proper form and control to maximize the effectiveness of the exercise. If you have any discomfort or pain, please stop and consult with a professional trainer or medical expert.",22761301-Lever-Lying-Crunch_Waist_180.webp,22761201-Lever-Lying-Crunch_Waist.mp4
2277,Lever Chest Press (VERSION 4),Strength,Chest,Leverage machine,Female,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii","1. Begin by sitting on the lever chest press machine, ensuring your back is straight and firmly planted on the backrest.

2. Place your feet firmly on the ground and grasp the handles of the machine with an overhand grip.

3. Take a deep breath and slowly exhale as you extend your arms in front of you, pushing the handles away from your body.

4. Pause for a moment when your arms are fully extended, feeling a stretch in your chest muscles.

5. Inhale as you slowly bend your elbows and bring the handles back towards your chest, maintaining control throughout the movement.

6. Repeat the exercise for the desired number of repetitions, focusing on maintaining proper form and engaging your chest muscles throughout each rep.",22771301-Lever-Chest-Press-(VERSION-4)_Chest_180.webp,22771201-Lever-Chest-Press-(VERSION-4).mp4
2278,Lever Decline Chest Press (VERSION 2),Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii","1. Start by adjusting the seat height and backrest of the machine to a comfortable position.

2. Sit on the machine with your back against the backrest and grab the handles with an overhand grip.

3. Place your feet flat on the foot platform and firmly push against it to stabilize your body.

4. Begin the exercise by extending your arms straight in front of you, keeping a slight bend in your elbows.

5. Slowly lower the handles towards your chest, bending your elbows and engaging your chest muscles.

6. Pause for a moment and then press the handles back up to the starting position, fully extending your arms without locking your elbows.

7. Repeat the movement for the desired number of reps.

Remember to maintain proper form throughout the exercise by keeping your back against the backrest and avoiding excessive arching or swinging of the body. Make sure to breathe steadily and take breaks as needed.",22781301-Lever-Decline-Chest-Press-(VERSION-2)_Chest_180.webp,22781201-Lever-Decline-Chest-Press-(VERSION-2)_Chest.mp4
2282,Lever Neck Extension (plate loaded),Strength,Neck,Leverage machine,Male,,,"1. Begin by sitting on the lever neck extension machine with your back resting against the padded support and your feet flat on the ground.

2. Adjust the seat height and position the lever arm so that it aligns with the back of your neck.

3. Grasp the handles on both sides of the machine, ensuring a secure grip.

4. Keeping your head aligned with your spine, slowly push the lever arm upward by extending your neck. Exhale during this movement.

5. Pause for a moment at the top of the movement, making sure to contract your neck muscles.

6. Slowly lower the lever arm back to the starting position, inhaling as you do so.

Remember to consult a fitness professional or instructor before attempting any new exercises, especially if you are unfamiliar with proper form and technique.",22821301-Lever-Neck-Extension-(plate-loaded)_Neck_180.webp,
2283,Lever Neck Left Side Flexion (plate loaded),Strength,Neck,Leverage machine,Male,,,"1. Start by sitting on the plate-loaded lever neck machine with your back firmly against the backrest.

2. Adjust the lever arm so that the padded armrest is positioned at the left side of your neck.

3. Grasp the handles firmly with both hands and keep your feet flat on the ground.

4. Slowly lean your head towards your left shoulder, feeling a stretch along the right side of your neck.

5. Hold the stretch for a few seconds and then return to the starting position.

6. Repeat the exercise for the recommended number of repetitions, focusing on maintaining proper form and control throughout.",22831301-Lever-Neck-Left-Side-Flexion-(plate-loaded)_Neck_180.webp,
2284,Lever Neck Right Side Flexion (plate loaded),Strength,Neck,Leverage machine,Male,,,"1. Sit upright on the plate loaded lever machine, with your back against the pad and your feet flat on the ground.

2. Adjust the lever arm to a comfortable height, making sure it is aligned with the right side of your neck.

3. Grasp the handle of the lever arm with your right hand, keeping your elbow slightly bent.

4. Slowly lower your head towards your right shoulder, allowing the lever arm to apply gentle resistance.

5. Hold this stretched position for a few seconds, feeling a stretch on the left side of your neck.

6. Return to the starting position by slowly raising your head back to an upright position, with the lever arm supporting this movement.

7. Repeat the exercise for the recommended number of repetitions, focusing on a controlled and smooth motion.",22841301-Lever-Neck-Right-Side-Flexion-(plate-loaded)_Neck_180.webp,
2285,Lever Pullover (plate loaded),Strength,Back,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major, Triceps Brachii","1. First, sit on the machine and place your feet flat on the floor.

2. Grasp the handles with an overhand grip and bring them towards your shoulders.

3. Keep your back straight and engage your core muscles.

4. Slowly lower the handles towards the rear of your head, maintaining control throughout the movement.

5. Pause briefly in the stretched position, feeling the stretch in your chest and shoulders.

6. Return the handles back to the starting position by contracting your chest muscles.

7. Repeat the movement for the desired number of repetitions.

8. Ensure that you maintain proper form throughout the exercise, focusing on your breathing and using a controlled motion.

Remember to consult a fitness professional or trainer to ensure correct form and appropriate weight selection for this exercise.",22851301-Lever-Pullover-(plate-loaded)_Back_180.webp,22851201-Lever-Pullover-(plate-loaded)_Back_.mp4
2286,Lever Hip Extension (VERSION 2),Strength,Hips,Leverage machine,Male,,,"1. Start by lying face down on the ground with your legs fully extended and your arms resting alongside your body.

2. Bend your left knee at a 90-degree angle and position your left foot flat on the ground while keeping your right leg straight.

3. Engage your glutes and lower back muscles as you lift your right leg off the ground, aiming to bring it in line with your hips.

4. Hold the raised position for a brief moment, focusing on squeezing your glutes to maximize the contraction.

5. Slowly lower your right leg back down to the starting position, maintaining control and stability throughout the movement.

6. Repeat the exercise with your right leg, following the same steps.",22861301-Lever-Hip-Extension-(VERSION-2)_Hips_180.webp,22861201-Lever-Hip-Extension-(VERSION-2)_Hips_.mp4
2288,Lever Gripper Hands (plate loaded),Strength,Forearms,Leverage machine,Male,,,"1. Begin by positioning yourself in front of a lever gripper machine.

2. Adjust the height of the machine's platform to a comfortable position for your range of motion.

3. Place your hands on the lever gripper handles, ensuring a firm grip with your palms facing each other.

4. Slowly squeeze the handles together, using your hand and forearm muscles, while keeping your upper arms stationary.

5. Hold the maximum contraction for a couple of seconds, feeling the tension in your hands and forearms.

6. Gradually release the pressure and allow the handles to move back to the starting position, maintaining control throughout the movement.",22881301-Lever-Gripper-Hands-(plate-loaded)_Hands_180.webp,22881201-Lever-Gripper-Hands-(plate-loaded)_Hands_.mp4
2289,Lever Calf Press (plate loaded),Strength,Calves,Leverage machine,Male,,,"1. Begin by adjusting the seat height and load the desired amount of weight plates onto the machine.

2. Place your feet slightly wider than shoulder-width apart on the footplate, making sure that your toes are pointed forward and your heels are hanging off the edge.

3. Keeping your core engaged, push the footplate downwards by extending your ankles and driving your heels into the footplate. This will raise the loaded weight.

4. Continue pushing until your calves are fully contracted, and pause for a brief moment to feel the tension in your calf muscles.

5. Slowly return to the starting position by flexing your ankles and allowing the footplate to move upwards, while maintaining control over the weight plates.

6. Repeat the exercise for the desired number of reps, focusing on maintaining proper form and controlled movements throughout the entire range of motion.

Remember to adjust the machine according to your comfort level and always consult a fitness professional if you are unsure about performing the exercise correctly.",22891301-Lever-Calf-Press-(plate-loaded)_Calves_180.webp,
2292,Dumbbell Rear Delt Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior,"Brachialis, Brachioradialis, Deltoid Lateral, Levator Scapulae, Trapezius Upper Fibers, Wrist Flexors","1. Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing inwards towards your body.

2. Bend your knees slightly and hinge forward at the hips, maintaining a straight back. Keep your arms extended towards the floor, with a slight bend in your elbows. This is your starting position.

3. Engage your shoulder blades by retracting them, and lift both dumbbells out to the sides until your arms are parallel to the ground. Exhale as you perform this movement.

4. Hold the position for a brief pause at the top while squeezing your shoulder blades together to engage your rear delts.

5. Slowly lower the dumbbells back to the starting position, inhaling as you do so.

6. Repeat the exercise for the desired number of repetitions.",22921301-Dumbbell-Rear-Delt-Raise_Shoulders_180.webp,22921201-Dumbbell-Rear-Delt-Raise_Shoulders.mp4
2300,Inverted Row Bent Knees,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head","1. Find a sturdy horizontal bar or equipment at waist level that allows you to hang freely.

2. Position yourself facing the bar, with your feet together flat on the ground and your arms fully extended, gripping the bar at shoulder-width apart.

3. Bend your knees and keep your feet flat on the ground, creating a 90-degree angle with your legs.

4. Engage your core and retract your shoulder blades, pulling yourself up towards the bar. Keep pulling until your chest is in line with the bar and your elbows are fully bent, while maintaining a straight line from your head to your knees.

5. Pause for a brief moment in this top position, then slowly lower yourself back down to the starting position, ensuring controlled movement throughout.

Remember to maintain proper form, engage your core, and breathe steadily throughout the exercise.",23001301-Inverted-Row-Bent-Knees_Back_180.webp,23001201-Inverted-Row-Bent-Knees_Back.mp4
2315,Lever Rotary Calf,Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus,"1. Start by sitting on the lever rotary calf machine with your knees bent at a 90-degree angle and the balls of your feet resting on the platform.

2. Grip the handles provided on the machine to stabilize yourself.

3. Keeping your upper body stationary, slowly push downwards with your calves to raise the padded platform. Fully extend your ankles and feel the contraction in your calf muscles.

4. Hold the raised position for a second, then slowly lower the platform back down to the starting position, allowing your calves to stretch.

5. Repeat the movement for the desired number of repetitions, maintaining a controlled and steady pace throughout.

Note: Remember to adjust the weight or resistance on the machine according to your fitness level and gradually increase it as you progress.",23151301-Lever-Rotary-Calf_Calves_180.webp,23151201-Lever-Rotary-Calf_Calves.mp4
2317,Dumbbell Seated Bent Arm Lateral raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Sit on a bench with a dumbbell in each hand and place your feet flat on the floor.

2. Position your arms in front of your thighs with palms facing inward.

3. Bend your elbows slightly while keeping them close to your body.

4. Slowly raise your arms out to the sides, maintaining a slight bend in your elbows, until they reach shoulder level.

5. Pause for a moment when your arms are at the top and then slowly lower them back to the starting position.

Remember to start with a weight that is comfortable for you and gradually increase the weight as you build strength. Focus on maintaining proper form throughout the exercise to maximize the benefits.",23171301-Dumbbell-Seated-Bent-Arm-Lateral-raise_Shoulders_180.webp,23171201-Dumbbell-Seated-Bent-Arm-Lateral-raise_Shoulders.mp4
2318,Lever Shoulder Press (plate loaded) (version 3),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii","1. Sit on the lever shoulder press machine with your back straight and feet planted firmly on the ground.

2. Adjust the seat so that the handles of the machine are slightly below shoulder level.

3. Grasp the handles with an overhand grip, keeping your elbows at a 90-degree angle and your palms facing forward.

4. Exhale as you push the handles up, extending your arms fully without locking your elbows.

5. Inhale as you slowly lower the handles back down to the starting position, maintaining control throughout the movement.

6. Repeat the exercise for the desired number of repetitions.",23181301-Lever-Shoulder-Press-(plate-loaded)-version-3_Shoulders_180.webp,23181201-Lever-Shoulder-Press-(plate-loaded)-version-3_Shoulders.mp4
2321,Dumbbell Standing Inner Biceps Curl (version 2),Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,Brachialis,"1. Stand up straight with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing inward towards your torso.

2. Keep your upper arms close to your body and allow your elbows to extend fully.

3. While keeping your upper arms stationary, exhale and curl the weights towards your shoulder by contracting your biceps.

4. Continue to curl the weights until your biceps are fully contracted, squeezing them at the top of the movement.

5. Inhale and slowly lower the dumbbells back to the starting position, fully extending your arms.

6. Repeat the exercise for the desired number of repetitions.",23211301-Dumbbell-Standing-Inner-Biceps-Curl-(version-2)_Upper-Arms_180.webp,23211201-Dumbbell-Standing-Inner-Biceps-Curl-(version-2)_Upper-Arms.mp4
