ID,Name,Name_es,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
4628,Dumbbell Seated Tuck Twisting Crunch on Floor,,Strength,Waist,Dumbbell,Male,,
4629,Dumbbell Renegade Row to Squat,,Strength,"Back, Hips, Thighs, Waist",Dumbbell,Male,,
4630,Side to Side Leg Swings (male),,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Pectineous","Gracilis, Tensor Fasciae Latae"
4631,Scorpion Stretch,,Stretching,Stretching,Body weight,Male,,
4633,Worlds Greatest Stretch,,Stretching,Stretching,Body weight,Male,,
4653,Standing Single Leg High Knee to Butt Kick With Support,,Strength,Hips,Body weight,Male,"Gluteus Maximus, Hamstrings, Quadriceps",Adductor Magnus
4655,Side Lying Scissors,,Strength,Hips,Body weight,Male,Gluteus Medius,Tensor Fasciae Latae
4656,Kneeling Pulse,,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
4671,Dynamic Back Stretch (male),,Stretching,Back,Body weight,Male,"Latissimus Dorsi, Teres Major",
4672,Elbows Back Stretch (male),,Stretching,"Back, Chest",Body weight,Male,"Deltoid Anterior, Erector Spinae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
4673,Hip Extension Stretch (male),,Stretching,Hips,Body weight,Male,Gluteus Maximus,Hamstrings
4674,Hip Flexor Stretch Rear foot elevated (male),,Stretching,Hips,Body weight,Male,Gluteus Maximus,
4675,Plyo Side Lunge Stretch (male),,Stretching,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
4687,Resistance Band Hammer Curl,,Strength,Forearms,Resistance Band,Male,Brachioradialis,"Biceps Brachii, Brachialis"
4688,Resistance Band Triceps Pushdown,,Strength,Upper Arms,Resistance Band,Male,Triceps Brachii,
4689,Resistance Band Split Squat,,Strength,Thighs,Resistance Band,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4690,Leg Over Knee Glute Bridge (male),,Strength,Hips,Body weight,Male,Gluteus Maximus,"Hamstrings, Quadriceps"
4691,Kneeling Side Leg to Kick (male),,Strength,Hips,Body weight,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps",Tensor Fasciae Latae
4692,Bent Knee Back to Side Kick (male),,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus, Gluteus Medius","Hamstrings, Quadriceps, Sartorius"
4693,Kneeling Leg Half Circle (male),,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Erector Spinae, Gluteus Maximus, Gluteus Medius, Pectineous","Gracilis, Hamstrings, Tensor Fasciae Latae"
4702,Alternating Superman,,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
4703,Bodyweight Full Squat with Overhead Press (Version 2),,Aerobic,Plyometrics,Body weight,Male,,
4706,Jump Step Jump,,Aerobic,Plyometrics,Body weight,Male,,
4709,Basketball Shot Jump,,Aerobic,Plyometrics,Stability ball,Male,,
4714,Air Squat (VERSION 2),,Strength,Thighs,Body weight,Male,,
4715,Alternating Superman,,Strength,Hips,Body weight,Male,,
4716,Assisted Chin-up (low bar position),,Strength,Back,Body weight,Male,,
4717,Assisted Commando Pull-up,,Strength,"Back, Waist",Body weight,Male,"Infraspinatus, Latissimus Dorsi, Obliques, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
4719,Band Assisted Dip (VERSION 2),,Strength,Upper Arms,Band,Male,,
4721,Bar Biceps Curl,,Strength,Upper Arms,Body weight,Male,,
4722,Bodyweight Kneeling Sissy Squat,,Strength,Thighs,Body weight,Male,Quadriceps,
4723,Bodyweight Standing Sissy Squat,,Strength,Thighs,Body weight,Male,,
4724,Chin-up (in squatting position),,Strength,Back,Body weight,Male,,
4725,Chin-up (izometric and negative),,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4726,Commando Pull-up,,Strength,"Back, Waist",Body weight,Male,"Infraspinatus, Latissimus Dorsi, Obliques, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
4728,Dumbbell Bench Dip,,Strength,Upper Arms,Dumbbell,Male,,
4729,Dumbbell Bench Dip with Legs Elevated,,Strength,Upper Arms,Dumbbell,Male,,
4730,Dumbbell Bent over Single Arm Row (VERSION 2),,Strength,Back,Dumbbell,Male,,
4731,Dumbbell Bridge Bench Press,,Strength,Chest,Dumbbell,Male,,
4732,Dumbbell Cossack Squats (VERSION 2) (male),,Strength,Thighs,Dumbbell,Male,,
4733,Dumbbell Decline Lying Leg Curl,,Strength,Thighs,Dumbbell,Male,,
4734,Dumbbell Decline Overhead Sit-up,,Strength,Waist,Dumbbell,Male,,
4735,Dumbbell Decline Sit-up,,Strength,Waist,Dumbbell,Male,,
4736,Dumbbell Deep Push-up and Renegade Row,,Strength,Chest,Dumbbell,Male,,
4737,Dumbbell Floor Wiper,,Strength,Waist,Dumbbell,Male,,
4738,Dumbbell Goblet Squat and Biceps Curl,,Strength,Thighs,Dumbbell,Male,,
4739,Dumbbell Hang Power Clean,,Strength,Weightlifting,Dumbbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",
4740,Dumbbell Hang Power Clean and Jerk,,Strength,Weightlifting,Dumbbell,Male,,
4741,Dumbbell Head Supported Row,,Strength,Back,Dumbbell,Male,,
4742,Dumbbell Hip Thrust,,Strength,Hips,Dumbbell,Male,,
4744,Dumbbell Incline Head Supported Row,,Strength,Back,Dumbbell,Male,,
4745,Dumbbell Kneeling Arnold Press,,Strength,Shoulders,Dumbbell,Male,,
4746,Dumbbell Low Windmill,,Strength,Waist,Dumbbell,Male,,
4747,Dumbbell Lying Woodchop,,Strength,Waist,Dumbbell,Male,,
4748,Dumbbell Overhead Sit-up,,Strength,Waist,Dumbbell,Male,Rectus Abdominis,Obliques
4749,Dumbbell RDL and Bent over Row,,Strength,Back,Dumbbell,Male,,
4750,Dumbbell Russian Twist with Legs Floor Off,,Strength,Waist,Dumbbell,Male,,
4752,Dumbbell Side Bench Squat,,Strength,Thighs,Dumbbell,Male,,
4753,Dumbbell Side Lunge with Shoulder Press,,Strength,Thighs,Dumbbell,Male,,
4754,Dumbbell Side Squat,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Gracilis, Pectineous, Soleus"
4755,Dumbbell Single Leg Hip Thrust,,Strength,Hips,Dumbbell,Male,,
4756,Dumbbell Sit-up,,Strength,Waist,Dumbbell,Male,,
4757,Dumbbell Staggered Stance Romanian Deadlift,,Strength,Hips,Dumbbell,Male,,
4758,Dumbbell Step Back Lunge and Row,,Strength,Thighs,Dumbbell,Male,,
4760,Elevated Standing Calf Raise,,Strength,Calves,Body weight,Male,,
4761,Elevated Standing Single Leg Calf Raise,,Strength,Calves,Body weight,Male,,
4762,Glute Ham Developer Hip Extension,,Strength,Hips,Body weight,Male,,
4763,Glute Ham Developer Sit-up and Russian Twist,,Strength,Waist,Body weight,Male,,
4764,Glute Ham Hyperextension Twist,,Strength,Hips,Body weight,Male,,
4765,Glute Ham Single Leg Hyperextension,,Strength,Hips,Body weight,Male,,
4766,Hanging Flutter Kick,,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae"
4767,Hanging Knee Circle Raise,,Strength,Hips,Body weight,Male,,
4768,Incline Alternate Flutter Kicks,,Strength,Hips,Body weight,Male,,
4769,Inverted Row Slide,,Strength,Back,Body weight,Male,,
4770,Inverted Wide Row,,Strength,Back,Body weight,Male,"Latissimus Dorsi, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4771,Jump Split with Hands on Hip,,Aerobic,Plyometrics,Body weight,Male,,
4773,Narrow Seated Chin-up,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
4775,Push-up and Triceps Dip on Parallel Bars,,Strength,Chest,Body weight,Male,,
4776,Resistance Band Kneeling Woodchop,,Strength,Waist,Resistance Band,Male,"Latissimus Dorsi, Obliques","Deltoid Posterior, Iliopsoas, Rectus Abdominis, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
4777,Reverse Back Extension on Floor,,Strength,Hips,Body weight,Male,,
4778,Reverse Crunch (VERSION 3),,Strength,Waist,Body weight,Male,,
4779,Reverse Flutter Kick on Floor (hand under head),,Strength,Hips,Body weight,Male,,
4780,Seated Chin-up (low bar position),,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4781,Seated Chin-up,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4782,Seated Commando Pull-up,,Strength,"Back, Waist",Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
4783,Seated Pull-up (legs elevated),,Strength,Back,Body weight,Male,,
4784,Seated Pull-up (low bar position),,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4785,Seated Pull-up,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4786,Side Bench Squat,,Strength,Thighs,Body weight,Male,,
4788,Side Split Squat,,Strength,Thighs,Body weight,Male,,
4789,Side Squat,,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
4793,Single Leg Hip Thrust Jump,,Aerobic,Plyometrics,Body weight,Male,,
4794,Single Leg Jumping Glute Bridge,,Aerobic,Plyometrics,Body weight,Male,,
4796,Standing Single Leg Calf Raise Balance,,Strength,Calves,Body weight,Male,,
4800,Table Top Bridge,,Strength,Hips,Body weight,Male,"Deltoid Posterior , Gluteus Maximus, Hamstrings, Infraspinatus, Quadriceps, Rectus Abdominis, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",
4801,Table Top Bridge Rotation,,Strength,Hips,Body weight,Male,,
4802,Toe Walk,,Aerobic,Calves,Body weight,Male,,
4803,Triceps Press (high bar position),,Strength,Upper Arms,Body weight,Male,,
4804,Triceps Press (low bar position),,Strength,Upper Arms,Body weight,Male,,
4805,Wide Air Squat,,Strength,Hips,Body weight,Male,,
4806,Wide Seated Pull-up,,Strength,Back,Body weight,Male,,
4807,Wide to Narrow Push-up,,Strength,Chest,Body weight,Male,,
4816,Dumbbell Goblet 2 sec Hold Squat,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
4817,Kettlebell Good Morning,,Strength,Hips,Kettlebell,Male,Hamstrings,"Adductor Magnus, Gluteus Maximus"
4818,Ring Elevated Row,,Strength,Back,Body weight,Male,,
4819,Ring Leg Curl,,Strength,Thighs,Body weight,Male,,
4820,Ring Reverse Ab Rollout,,Strength,Waist,Body weight,Male,,
4821,Dumbbell Single Leg Step-up on Bench,,Strength,Thighs,Dumbbell,Male,,
4822,Dumbbell RDL to Jump Shrug,,Aerobic,"Back, Hips, Thighs",Dumbbell,Male,"Hamstrings, Quadriceps, Trapezius Upper Fibers ","Adductor Magnus, Gastrocnemius, Levator Scapulae, Soleus"
4824,Diagonal Punch,,Aerobic,Plyometrics,Body weight,Male,,
4825,Superman Chest Stretch,,Stretching,Hips,Body weight,Male,"Deltoid Anterior, Erector Spinae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Trapezius Lower Fibers, Trapezius Middle Fibers","Deltoid Lateral, Deltoid Posterior, Gluteus Maximus, Infraspinatus, Teres Minor"
4826,Alternate Leg Raise (male),,Strength,Hips,Body weight,Male,"Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius"
4830,Push-up in Child Pose,,Strength,Chest,Body weight,Male,,
4831,Sliding Floor Pulldown on Towel (VERSION 2),,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Minor"
4832,Lying Rear Lateral Raise,,Strength,Shoulders,Body weight,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4833,Dumbbell Standing Single Arm Arnold Press,,Strength,Shoulders,Dumbbell,Male,,
4834,Dumbbell Alternate Chest Press on Stability Ball,,Strength,Chest,Dumbbell,Male,,
4835,Dumbbell Rotational Grip Bench Press,,Strength,Chest,Dumbbell,Male,,
4836,Dumbbell Reverse Grip Squeeze Bench Press,,Strength,Upper Arms,Dumbbell,Male,,
4837,Dumbbell Single Arm Bent Over Row,,Strength,Back,Dumbbell,Male,,
4838,Cable Unilateral Bicep Curl,,Strength,Upper Arms,Cable,Male,,
4839,Banded Lower Body Dead Bug,,Strength,Waist,Band,Male,,
4840,Straight Leg Dead Bug,,Strength,Waist,Body weight,Male,,
4841,Barbell Band Assisted Deadlift,,Strength,Hips,Barbell,Male,,
4842,Trap bar Banded Deadlift,,Strength,Hips,Trap bar,Male,,
4843,Depth Jump to Broad Jump,,Aerobic,Plyometrics,Body weight,Male,,
4844,Depth Jump,,Aerobic,Plyometrics,Body weight,Male,,
4845,Kettlebell Lying on Floor Chest Press,,Strength,Chest,Kettlebell,Male,,
4846,Kettlebell Lying on Floor Single Arm Bottoms-up Chest Press,,Strength,Chest,Kettlebell,Male,,
4847,Weighted Plate Standing High Front Raise,,Strength,Shoulders,Weighted,Male,,
4848,Barbell Pin Front Squat,,Strength,Thighs,Barbell,Male,,
4849,Banded Glute Ham Raise (VERSION 2),,Strength,Thighs,Band,Male,Hamstrings,Gluteus Maximus
4850,Barbell Single Leg Good Morning,,Strength,Thighs,Barbell,Male,,
4851,Barbell Pin Good Morning,,Strength,Thighs,Barbell,Male,,
4852,Dumbbell Alternate Lateral Raise,,Strength,Shoulders,Dumbbell,Male,,
4853,Dumbbell Lateral Lunge,,Strength,Thighs,Dumbbell,Male,,
4854,Barbell Sitting on Floor Oblique Twist,,Strength,Waist,Barbell,Male,,
4855,Bodyweight Standing Oblique Twist,,Strength,Waist,Body weight,Male,,
4856,Barbell Pin Close Grip Bench Press,,Strength,Upper Arms,Barbell,Male,,
4857,Barbell Behind the Back Push Press,,Strength,Weightlifting,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
4858,Lateral Walk Push-up,,Aerobic,Chest,Body weight,Male,,
4859,Push-up to Side Plank (VERSION 2),,Strength,Chest,Body weight,Male,,
4860,Push-up with Knee Drive,,Strength,Waist,Body weight,Male,,
4861,Kettlebell Romanian Deadlift,,Strength,Hips,Kettlebell,Male,,
4862,Barbell Standing Snatch Grip Shrug,,Strength,Back,Barbell,Male,,
4863,Side Plank Leg Lift,,Strength,Waist,Body weight,Male,,
4864,Barbell Sumo Deadlift from Deficit,,Strength,Hips,Barbell,Male,,
4865,Dumbbell Overhead Walking Lunge,,Aerobic,Thighs,Dumbbell,Male,,
4866,Barbell Z Press,,Strength,Shoulders,Barbell,Male,,
4867,Butterfly Yoga Flaps,,Stretching,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Gracilis, Pectineous",
4870,Hip Clam Shell,,Strength,Hips,Body weight,Male,Gluteus Medius,Tensor Fasciae Latae
4871,Dumbbell 6 Ways Raise,,Strength,Shoulders,Dumbbell,Male,,
4880,Lying Criss-Cross Legs,,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Pectineous","Gracilis, Tensor Fasciae Latae"
4881,Bridge Hip Abduction (male),,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Pectineous","Gracilis, Hamstrings, Tensor Fasciae Latae"
4882,Side Lying Scissors (male),,Strength,Hips,Body weight,Male,Gluteus Medius,Tensor Fasciae Latae
4883,Lying Air Cycles,,Strength,Plyometrics,Body weight,Male,,
4884,Side Lying Outward Knee Kick,,Strength,Hips,Body weight,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps",Tensor Fasciae Latae
4888,Dumbbell Standing High Windmill,,Strength,Waist,Dumbbell,Male,,
4889,Dumbbell Power Clean,,Strength,Weightlifting,Dumbbell,Male,,
4890,Glute Ham Raise with Extended Arms,,Strength,Thighs,Body weight,Male,,
4891,Hanging Half Windmill,,Strength,Waist,Body weight,Male,,
4892,Elevated Single Leg Squat,,Strength,Thighs,Body weight,Male,,
4893,Kneeling Half Triceps Extension,,Strength,Upper Arms,Body weight,Male,,
4894,Staggered Leg Side Bridge,,Strength,Waist,Body weight,Male,,
4895,Standing Calf Raise Circle,,Strength,Calves,Body weight,Male,,
4897,Reverse Sliding Leg Curl on Floor with Towel,,Strength,Thighs,Body weight,Male,,
4898,Kick Side Jump,,Aerobic,Plyometrics,Body weight,Male,,
4899,Lever Bent over Wide Row (plate loaded),,Strength,Back,Leverage machine,Male,,
4900,Elevated Seated Calf Raise,,Strength,Calves,Body weight,Male,,
4901,Dumbbell Standing Windmill,,Strength,Waist,Dumbbell,Male,,
4903,Resistance Band Seated Leg Curl,,Strength,Thighs,Resistance Band,Male,Hamstrings,"Gastrocnemius, Soleus"
4905,Banded Glute Ham Raise (VERSION 3),,Strength,Thighs,Band,Male,,
4909,Side to Wide Squat,,Strength,Hips,Body weight,Male,,
4910,Dumbbell Bent Arm Iso Hold,,Strength,Upper Arms,Dumbbell,Male,,
4911,Inverted Wide to Narrow Row,,Strength,Back,Body weight,Male,,
4912,Ring Leg Curl (VERSION 2),,Strength,Thighs,Body weight,Male,,
4914,Dumbbell Deadlift (neutral grip),,Strength,"Hips, Thighs",Dumbbell,Male,"Erector Spinae, Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
4917,High Bar Inverted Row,,Strength,Back,Body weight,Male,,
4918,Alternate High Hop,,Aerobic,Plyometrics,Body weight,Male,,
4919,Kneeling Assisted Sliding Chin-up,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii"
4920,Leg Assisted Ring Pull-up,,Strength,Back,Body weight,Male,,
4921,Ring High Row,,Strength,Back,Suspension,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4922,Ring Chest Fly,,Strength,Chest,Body weight,Male,,
4923,Ring Reverse Fly,,Strength,Shoulders,Body weight,Male,,
4924,Long Lever Lying Back Extension,,Strength,Hips,Leverage machine,Male,,
4928,Seated Calf Stretch (Version 2),,Stretching,Calves,Body weight,Male,Gastrocnemius,Soleus
4932,Lying Bent Knee Figure 8,,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Iliopsoas, Pectineous","Gracilis, Hamstrings, Quadriceps, Tensor Fasciae Latae"
4933,Standing Leg Circle,,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis, Pectineous, Tensor Fasciae Latae",
4934,Reverse Plank (VERSION 2),,Strength,Waist,Body weight,Male,,
4935,Around the World Superman,,Strength,Hips,Body weight,Male,,
4936,Sumo Air Squat,,Strength,Hips,Body weight,Male,,
4938,Wrist - Abduction - Articulations,,Strength,Forearms,Body weight,Male,,
4942,Stationary Arms Throw,,Strength,Back,Body weight,Male,Latissimus Dorsi,"Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii"
4944,Standing Bent Knee Figure 8,,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Iliopsoas, Pectineous","Hamstrings, Quadriceps, Sartorius, Tensor Fasciae Latae"
4946,Seated Chest Clam,,Strength,Chest,Body weight,Male,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
4947,Seated Sky Look,,Strength,Chest,Body weight,Male,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
4948,Cable Kneeling One Arm Lat Pulldown,,Strength,Back,Cable,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4949,Bodyweight Forward Lunge (Hinge at Hips),,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4950,Bodyweight Forward Lunge (Smaller Stance Upright Torso),,Strength,Thighs,Body weight,Male,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus"
4951,Lever Pendulum Squat (plate loaded),,Strength,"Hips, Thighs",Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4957,Lying Lat Pulldown,,Strength,Back,Body weight,Male,"Erector Spinae, Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4958,Cable Overhead Single Arm Triceps Extension (rope attachment),,Strength,Upper Arms,Cable,Male,Triceps Brachii,
4959,Lunge - Thighs (WRONG-RIGHT),,Strength,Thighs,Body weight,Male,,
4960,Cable High Triceps Extension,,Strength,Upper Arms,Cable,Male,Triceps Brachii,
4961,Dumbbell Prone Triceps Kickback,,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,
4962,Barbell Box Squat,,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4963,Kettlebell Box Squat,,Strength,Hips,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4964,Jump Shrug,,Aerobic,Thighs,Body weight,Male,"Adductor Magnus, Gastrocnemius, Gluteus Maximus, Quadriceps, Soleus, Trapezius Upper Fibers ",
4965,Jump Box (male),,Aerobic,Plyometrics,Body weight,Male,,
4966,Press Under,,Strength,Weightlifting,Body weight,Male,,
4967,Lateral Raise - Arms (WRONG-RIGHT),,Strength,Shoulders,Dumbbell,Male,,
4968,Quadruped Leg Curl,,Strength,Thighs,Body weight,Male,Hamstrings,"Gastrocnemius, Sartorius, Soleus"
4970,Assisted Chin-up (squat position),,Strength,Back,Body weight,Male,,
4971,Bodyweight Single Leg RDL,,Strength,Hips,Body weight,Male,,
4972,Decline Sit-up and Russian Twist,,Strength,Waist,Body weight,Male,,
4974,Inverted Row Slide on Floor,,Strength,Back,Body weight,Male,,
4976,Mountain Climber Jump,,Aerobic,Plyometrics,Body weight,Male,,
4978,Ring Kneeling Ab RollOut,,Strength,Waist,Suspension,Male,"Obliques, Rectus Abdominis",
4980,Reverse Flutter Kick on Floor (hand under head),,Strength,Hips,Body weight,Male,,
4981,Bar Close Grip Biceps Curl,,Strength,Upper Arms,Body weight,Male,,
4982,Negative Dragon Flag,,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
4984,Kneeling Modified Hindu Push-up (male),,Strength,Waist,Body weight,Male,,
4985,Band Assisted Floor Glute Ham Raise,,Strength,Thighs,Band,Male,,
4986,Dumbbell Step-up (VERSION 2),,Strength,Thighs,Dumbbell,Male,,
4987,Lying Leg Figure Eight,,Strength,Waist,Body weight,Male,,
4988,Inverse Leg Curl with Bench Pads,,Strength,Thighs,Body weight,Male,,
4989,V Sit Cross Punch,,Strength,Waist,Body weight,Male,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis","Deltoid Anterior, Triceps Brachii"
4990,Knee Tuck Oblique Crunch,,Strength,Waist,Body weight,Male,,
4992,Opposite Crunch,,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae"
4994,Lying Leg Cross,,Strength,Waist,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Obliques, Pectineous","Quadriceps, Rectus Abdominis, Sartorius, Tensor Fasciae Latae"
5001,Dumbbell Seated External Shoulder Rotation,,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor"
5002,Dumbbell One Arm Y Elevation,,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior ","Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
5003,Standing Single Leg Calf Raise (On a staircase),,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
5005,Band Seated Underhand Grip Row,,Strength,Back,Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
5009,Elevated Standing Calf Raise,,Strength,Calves,Body weight,Male,,
5010,Barbell Pause Decline Bench Press,,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
5011,Barbell Pause Incline Bench Press,,Strength,Chest,Barbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
5013,Barbell Pause Bench Press,,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
5014,Barbell Pause Deadlift,,Strength,Hips,Barbell,Male,,
5023,Weighted Seated Leg Raise on Floor,,Strength,Waist,Weighted,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
5024,Resistance Band Serratus Wall Slide,,Strength,Back,Resistance Band,Male,"Serratus Anterior, Trapezius Upper Fibers ",Trapezius Middle Fibers
5025,Serratus Wall Slide,,Strength,Back,Body weight,Male,"Serratus Anterior, Trapezius Upper Fibers ",Trapezius Middle Fibers
5026,Resistance Band Serratus Wall Slide with Foam Roll,,Stretching,Back,"Resistance Band, Roll",Male,"Serratus Anterior, Trapezius Upper Fibers ",Trapezius Middle Fibers
5027,Foam Roll Serratus Wall Slide,,Stretching,Back,Roll,Male,"Serratus Anterior, Trapezius Upper Fibers ",Trapezius Middle Fibers
